,image,caption,contest_number,rank,from_description,image_description,image_location,image_uncanny_description,explanation,questions
470,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x547 at 0x12BFBCAF0>,"Oh yes, legendary. Ancient civilizations wrote songs about it.",706,bad,,,,,,
471,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x547 at 0x12BFBCAF0>,"Of course—we wait forever, then two come at the same time.",706,winner,"scene: a forest description: Two explorers are hiking through nature. They come across two subway cars in the brush. uncanny: Subway cars wouldn't be way out in the middle of nowhere. entities: Tram, Exploration. caption: Of course—we wait forever, then two come at the same time.",Two explorers are hiking through nature. They come across two subway cars in the brush.,a forest,Subway cars wouldn't be way out in the middle of nowhere.,"Trains in New York City are notoriously late/in-optimally scheduled. Here, the backpackers have been waiting in the woods for the trains (instead of a station), but even in absurd case, the trains are still poorly scheduled and two show up at once.",['What are the cars doing in the forest?']
472,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x355 at 0x12BFBCCA0>,Can we do therapy for just five more minutes? Please? Please?,212,finalist,,,,,,
473,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x355 at 0x12BFBCCA0>,What do you mean you don't get me. It's not rocket science.,212,bad,,,,,,
474,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x380 at 0x12BFBCF10>,"In this economy, you have to let the vacation come to you.",175,winner,"scene: nowhere description: One guy is introducing a dressed up man to the other man. The dressed up man has scuba gear, camping gear, sword, camera etc on him. uncanny: Man fully dressed up with different gear (hiking, fighting, camping, photography etc.) is unusual. entities: Tourism, Katana. caption: In this economy, you have to let the vacation come to you.","One guy is introducing a dressed up man to the other man. The dressed up man has scuba gear, camping gear, sword, camera etc on him.",nowhere,"Man fully dressed up with different gear (hiking, fighting, camping, photography etc.) is unusual.","The joke is about a man saving money not by going on vacation doing cool activities like scuba diving, camping, playing baseball, etc., but instead, staying at work, and simply wearing the garments associated with these leisure activities. The joke is funny because the joy of vacation isn't just wearing the clothes, is the escape from work --- however, the speaker points out that he can only afford this type of non-vacation.",['Why is the man dressed up in multiple different gears?']
475,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x380 at 0x12BFBCF10>,His best chance of medaling is the dodecahedrathalon.,175,bad,,,,,,
476,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=541x465 at 0x12BFBCD60>,I faked my applause.,456,winner,"scene: the bedroom description: A man is sleeping in bed with a woman but he still is in a suit and tie. Along with that is a podium that is on top of the man. uncanny: Going to bed with a suit and tie and a podium on top of you would be very uncomfortable. entities: Politician, Public_speaking. caption: I faked my applause.",A man is sleeping in bed with a woman but he still is in a suit and tie. Along with that is a podium that is on top of the man.,the bedroom,Going to bed with a suit and tie and a podium on top of you would be very uncomfortable.,"Sometimes people will fake orgasms when having sex with someone, and then confess after. But here, the politician in bed is humorously confessing not that they faked an orgasm, but that the applause in the background of their speech was faked.",['Why is the man going to sleep with his suit on?']
477,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=541x465 at 0x12BFBCD60>,I still don't feel motivated.,456,bad,,,,,,
478,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=792x612 at 0x12BFBD330>,"Bailiff, bring in the maid.",176,bad,,,,,,
479,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=792x612 at 0x12BFBD330>,Sorry about that—new gavel.,176,finalist,,,,,,
480,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=709x498 at 0x12BFBD120>,"Which light, powdery substance shall we try next?",362,bad,,,,,,
481,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=709x498 at 0x12BFBD120>,This is why I hate cross-country skiing.,362,winner,"scene: the desert description: Two men are in the desert in winter garb. They're attempting to ski on the sand. uncanny: People would not want to wear that kind of clothing in the desert. entities: Skiing, Winter_clothing. caption: This is why I hate cross-country skiing.",Two men are in the desert in winter garb. They're attempting to ski on the sand.,the desert,People would not want to wear that kind of clothing in the desert.,"A play on the term ""cross-country"" --- in skiing terms, this refers to a particular type of skiing over long distance, flat areas. However, these skiiers are literally going ""cross-country"" as in, trying to ski across the country, including its deserts, which are not possible to ski in.",['Why are they dressed like that in the desert?']
482,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=600x415 at 0x12BFBD1B0>,"Before I settled here, I bounced around a lot.",598,finalist,,,,,,
483,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=600x415 at 0x12BFBD1B0>,Getting it out of my ear was the life-changer.,598,bad,,,,,,
484,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x372 at 0x12BFBD180>,"Hey, nice touch Vin; first time we ever whacked a poet.",177,bad,,,,,,
485,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x372 at 0x12BFBD180>,We are trying to reduce our concrete footprint.,177,finalist,,,,,,
486,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x355 at 0x12BFBD4B0>,I think this can all be traced back to my mother ship.,212,winner,"scene: a therapist office description: A man is in a psychiatrist's office speaking to him. he is riding on a coin-op rocket ride. uncanny: There is a rocket ride in the middle of this man's office. entities: Kiddie_ride, Therapy. caption: I think this can all be traced back to my mother ship.",A man is in a psychiatrist's office speaking to him. he is riding on a coin-op rocket ride.,a therapist office,There is a rocket ride in the middle of this man's office.,"A play on the word ""mother"" --- in therapy, people will sometimes trace their emotional issues back to their parents, e.g., their mothers, which makes the first part of the joke normal. But the final word, ship, forms ""mother ship"", which is a type of space ship from which other space ships are launched. So: unexpectedly but appropriately, the patient in the rocket's problems don't derive from their mother, but from their ""mother ship"".",['Why is the man riding it?']
487,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x355 at 0x12BFBD4B0>,I'm assuming the treatment for arachnophobia is a lot less fun.,212,bad,,,,,,
488,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x217 at 0x12BFBD2A0>,A clear day? I hadn't thought of that.,316,finalist,,,,,,
489,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=300x217 at 0x12BFBD2A0>,All the Ferraris must be in Hell.,316,bad,,,,,,
490,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x638 at 0x12BFBD5A0>,"Makes you think, doesn't it?",748,bad,,,,,,
491,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x638 at 0x12BFBD5A0>,I guess it's just us for dinner.,748,finalist,,,,,,
492,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=627x620 at 0x12BFBD5D0>,Your priors are going to be a problem.,517,winner,"scene: a courtroom description: A lawyer is with his client in a courtroom. They're having a conversation. uncanny: The client is Death. entities: Death_(personification), Lawyer. caption: Your priors are going to be a problem.",A lawyer is with his client in a courtroom. They're having a conversation.,a courtroom,The client is Death.,"The defense attorney is warning Death that his prior criminal record is going to be a problem. Usually, for sentencing, a lawyer will discuss a client's prior record and lay out how that might affect their sentence. But here, death has literally killed every single human in history, and if he were humorously on trial, his sentence might be quite severe.",['How do you arrest Death?']
493,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=627x620 at 0x12BFBD5D0>,"All things considered, 30 years isn't so bad.",517,bad,,,,,,
494,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=683x436 at 0x12BFBD480>,I come here to brood.,379,finalist,,,,,,
495,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=683x436 at 0x12BFBD480>,It's LEED Platinum certified.,379,bad,,,,,,
496,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x638 at 0x12BFBD7E0>,"Yes, we are in bed with the opposition.",229,bad,,,,,,
497,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x638 at 0x12BFBD7E0>,How long have you been standing there?,229,finalist,,,,,,
498,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x123 at 0x12BFBD930>,"Marketing sent me. I'm the new, fresh face of death.",93,winner,"scene: a meeting room description: Some grim reapers are having a meeting. One man in a suit is talking to them. uncanny: Grim reapers are having a meeting. There is normally just one. entities: Hawk, Conformity. caption: Marketing sent me. I'm the new, fresh face of death.",Some grim reapers are having a meeting. One man in a suit is talking to them.,a meeting room,Grim reapers are having a meeting. There is normally just one.,"Marketing departments will sometimes try to modernize their brand with a ""fresh, new"" face, and this company of death is doing the same with this new employee who isn't adopting the traditional grim reaper clothes. It's funny in part because it's not clear why death needs a marketing agency: it's inevitable. Also, death relates to decay, age, etc., so having a ""new, fresh"" face contrasts the brand by default.",['Why are the grim reapers having a meeting?']
499,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x123 at 0x12BFBD930>,You Guys cant be serious about the hoodies.,93,bad,,,,,,
500,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x500 at 0x12BFBD870>,Mazda tov!,361,finalist,,,,,,
501,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x500 at 0x12BFBD870>,I'll name him Ed!,361,bad,,,,,,
502,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x240 at 0x12BFBDE40>,"...if you know the extension of the person you would like electrocuted, please press one, now.",42,bad,,,,,,
503,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x240 at 0x12BFBDE40>,"I can't talk, I'm expecting a call from the governor . . . wait, I could save how much?",42,finalist,,,,,,
504,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x559 at 0x12BFBDBA0>,I don't normally pick up guys like this.,504,finalist,,,,,,
505,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x559 at 0x12BFBDBA0>,It's been more than four hours; we're suing,504,bad,,,,,,
506,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x675 at 0x12BFBDC90>,He's done.,374,winner,"scene: a restaurant description: A number people are eating dinner at a hall. There is a man on stage on a podium talking about a man in a casket next to him. uncanny: There is a casket outside of a funeral. entities: Funeral, Chef, Mourning. caption: He's done.",A number people are eating dinner at a hall. There is a man on stage on a podium talking about a man in a casket next to him.,a restaurant,There is a casket outside of a funeral.,"A play on the word ""done"" --- to be ""done"" in a restaurant context usually means to be finished eating. But here, ""done"" refers to the chef's literal death, so instead of the customers being finished eating, the chef is done living, i.e., dead.",['Why is the dead man on stage?']
507,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x675 at 0x12BFBDC90>,Table for one?,374,bad,,,,,,
508,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x648 at 0x12BFBDCC0>,I now get paid by the dosage.,419,bad,,,,,,
509,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x648 at 0x12BFBDCC0>,Which arm do you want to keep?,419,finalist,,,,,,
510,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=500x378 at 0x12BFBDB70>,Are they airborn?,493,bad,,,,,,
